careeryear_split_point,aid,citCount,quantile_50
5,166083,59.4,B
5,166084,41.666666666666664,B
5,1661,4.375,C
5,16610,7.142857142857143,D
5,16611,7.666666666666667,B
5,166118,11.25,B
5,166162,7.357142857142857,C
5,166196,8.777777777777779,B
5,166199,8.870967741935484,B
5,1662,8.158273381294965,C
5,166200,8.76,B
5,166207,11.172413793103448,D
5,166248,21.285714285714285,A
5,166253,3.0714285714285716,D
5,166263,5.166666666666667,D
5,166270,4.642857142857143,A
5,166296,7.9411764705882355,A
5,166302,9.76923076923077,B
5,166304,7.0,A
5,166314,6.571428571428571,B
5,166315,8.333333333333334,B
5,166320,5.2,A
5,16633,9.75,B
5,166352,23.263157894736842,B
5,166387,13.3,C
5,166411,2.25,C
5,166413,1.4,B
5,166421,6.916666666666667,B
5,166422,7.375,C
5,166452,6.0,C
5,166492,4.333333333333333,B
5,166495,5.777777777777778,B
5,1665,9.1875,A
5,166501,9.88888888888889,C
5,166568,6.0,B
5,166588,7.333333333333333,D
5,1666,14.08695652173913,B
5,166618,28.4,B
5,166639,12.757575757575758,D
5,166671,1.6666666666666667,D
5,166674,8.909090909090908,C
5,166681,12.727272727272727,A
5,166686,17.0,A
5,166687,8.166666666666666,C
5,166699,19.647058823529413,B
5,166743,1.9,C
5,166803,4.75,C
5,166808,8.348837209302326,
5,166853,10.7,D
5,166866,12.428571428571429,C
5,16687,1.6666666666666667,A
5,166872,17.666666666666668,A
5,166876,2.0,C
5,166908,15.375,B
5,166945,8.4,B
5,166970,1.75,B
5,166977,13.5,A
5,166981,4.571428571428571,D
5,166999,3.9375,B
5,1670,2.0,C
5,167000,5.228571428571429,C
5,167010,18.88888888888889,C
5,167084,4.5,A
5,167085,9.0,B
5,167113,8.727272727272727,C
5,167130,8.363636363636363,A
5,167137,6.3076923076923075,C
5,167145,6.923076923076923,C
5,167156,7.962962962962963,B
5,167158,7.619047619047619,B
5,167160,6.656716417910448,B
5,167161,6.096774193548387,A
5,167165,7.45,A
5,167210,8.80952380952381,C
5,167218,9.9,C
5,167248,1.4285714285714286,C
5,167259,8.555555555555555,C
5,167298,5.25,D
5,167304,4.2727272727272725,D
5,167328,7.555555555555555,A
5,167343,3.0833333333333335,D
5,167346,7.916666666666667,B
5,16736,4.05,B
5,167366,9.52,C
5,167374,7.411764705882353,B
5,167398,2.5454545454545454,B
5,1674,2.2,A
5,167410,4.680851063829787,C
5,167431,6.538461538461538,C
5,167436,6.625,A
5,167438,7.0,C
5,167439,10.1875,C
5,167455,7.625,B
5,167464,3.5,A
5,167470,14.872727272727273,B
5,167479,13.878787878787879,D
5,167480,7.545454545454546,B
5,167535,1.6,D
5,167553,3.076923076923077,C
5,167560,5.833333333333333,D
5,167564,19.416666666666668,C
5,167565,37.611111111111114,B
5,167567,24.956521739130434,C
5,167569,6.166666666666667,C
5,167608,3.52,C
5,167610,3.5555555555555554,C
5,167655,4.0,B
5,167656,4.8,C
5,167658,4.666666666666667,B
5,167659,5.757575757575758,B
5,167662,2.4285714285714284,A
5,167667,9.424242424242424,A
5,167671,3.0,B
5,167680,3.7,C
5,167704,6.0,B
5,167710,11.5,B
5,167749,3.5714285714285716,C
5,167764,1.8,C
5,167784,10.476190476190476,D
5,167797,4.714285714285714,D
5,1678,15.4375,B
5,167801,0.5714285714285714,B
5,167822,16.105263157894736,A
5,167831,81.88888888888889,C
5,167847,4.054054054054054,C
5,167850,6.233333333333333,B
5,167870,3.142857142857143,B
5,167899,13.666666666666666,C
5,1679086,2.769230769230769,C
5,167955,9.2,D
5,167970,7.545454545454546,B
5,168029,31.0,C
5,168030,24.125,C
5,168032,9.5,B
5,168113,19.375,C
5,168115,18.464285714285715,B
5,168116,10.0,A
5,168125,9.142857142857142,C
5,168138,0.8,D
5,168143,4.666666666666667,B
5,1681479,2.230769230769231,C
5,168172,5.333333333333333,A
5,168176,9.6,C
5,168179,6.076923076923077,C
5,168189,9.2,B
5,168193,9.421052631578947,B
5,168197,6.333333333333333,A
5,168198,11.285714285714286,C
5,168207,12.083333333333334,B
5,168266,14.75,B
5,168271,18.692307692307693,B
5,168275,6.6,B
5,168313,14.076923076923077,A
5,168319,11.928571428571429,C
5,168329,6.128205128205129,A
5,168350,24.386363636363637,B
5,168360,2.6666666666666665,D
5,168366,12.333333333333334,D
5,168371,0.8571428571428571,C
5,168380,12.0,B
5,168381,7.111111111111111,B
5,168400,18.428571428571427,B
5,168409,6.428571428571429,D
5,168428,4.625,B
5,168429,24.047619047619047,A
5,168436,6.5,A
5,168469,3.2,C
5,1685,9.625,C
5,168547,21.0,C
5,168568,17.72222222222222,C
5,168571,4.65625,D
5,168583,11.571428571428571,C
5,168585,9.391304347826088,A
5,168586,25.25,
5,168623,19.375,A
5,168628,5.5,A
5,168630,4.538461538461538,A
5,168632,4.888888888888889,D
5,168642,7.130434782608695,D
5,168644,5.25,B
5,168653,8.11111111111111,A
5,168667,9.2,D
5,1686778,18.363636363636363,B
5,168683,7.5,D
5,168687,4.6,A
5,168693,8.173913043478262,A
5,1687,7.523809523809524,C
5,168711,5.125,D
5,168714,3.6,C
5,168720,8.375,C
5,168722,4.833333333333333,A
5,168755,3.9411764705882355,A
5,168756,5.75,B
5,168757,5.1,D
5,168758,3.4,C
5,168759,5.666666666666667,B
5,168786,21.166666666666668,
5,168797,12.23076923076923,A
5,168798,13.892857142857142,A
5,168836,4.777777777777778,A
5,168859,3.230769230769231,C
5,168862,11.181818181818182,B
5,168877,7.833333333333333,
5,168902,2.0697674418604652,D
5,168915,14.333333333333334,A
5,168947,11.857142857142858,B
5,168949,9.88888888888889,C
5,168958,5.583333333333333,B
5,168992,12.095238095238095,B
5,168993,12.714285714285714,A
5,169,6.777777777777778,B
5,169036,20.545454545454547,B
5,169045,10.5,C
5,169080,7.444444444444445,D
5,169102,49.857142857142854,B
5,169126,3.1,C
5,169127,3.2222222222222223,C
5,169129,1.5714285714285714,C
5,169131,19.1,B
5,169132,6.22972972972973,C
5,169154,2.6,D
5,169159,7.766666666666667,A
5,169199,21.16216216216216,B
5,169201,19.714285714285715,A
5,169255,5.833333333333333,C
5,169288,16.0,B
5,169297,2.4545454545454546,A
5,169300,1.6666666666666667,A
5,169309,2.75,A
5,169323,3.8,B
5,169338,2.923076923076923,C
5,169358,3.235294117647059,B
5,1693630,3.3333333333333335,B
5,169396,4.0,C
5,169422,15.375,C
5,169429,8.1,C
5,169439,1.5,C
5,169452,3.4444444444444446,B
5,169455,2.1666666666666665,B
5,169456,6.9,D
5,169459,2.75,C
5,169460,5.722222222222222,A
5,169466,9.727272727272727,A
5,169479,21.933333333333334,A
5,169495,8.142857142857142,C
5,169507,5.375,C
5,169509,23.916666666666668,A
5,169511,4.875,C
5,169516,7.333333333333333,C
5,169528,30.0,A
5,169548,6.318181818181818,B
5,169567,3.0,C
5,169584,3.6363636363636362,C
5,169586,9.8,A
5,169596,6.642857142857143,B
5,169618,7.333333333333333,C
5,169624,15.941176470588236,D
5,169627,4.25,C
5,169630,7.7,A
5,169658,8.0,B
5,169726,2.923076923076923,D
5,169753,6.928571428571429,A
5,169758,11.38888888888889,B
5,169798,12.272727272727273,A
5,169799,18.545454545454547,B
5,169829,12.05,B
5,169840,15.8,D
5,169853,18.4,C
5,169866,10.428571428571429,B
5,169902,11.0,D
5,169923,2.4285714285714284,B
5,169950,10.777777777777779,C
5,169957,3.933333333333333,A
5,169958,3.6666666666666665,A
5,169987,29.6,D
5,169992,6.1875,
5,170,6.25,A
5,170002,7.454545454545454,C
5,170011,6.2,C
5,170014,9.125,C
5,170016,5.666666666666667,C
5,170020,15.833333333333334,B
5,170085,15.0,B
5,170106,3.125,B
5,170116,22.603448275862068,D
5,170138,6.266666666666667,B
5,170139,12.666666666666666,A
5,1702,5.62962962962963,A
5,170204,2.2222222222222223,B
5,170208,18.491525423728813,B
5,170224,5.333333333333333,
5,170254,14.75,B
5,170261,18.22222222222222,A
5,170280,6.975609756097561,C
5,170298,10.75,C
5,170318,2.903225806451613,B
5,170355,4.6,C
5,170389,18.428571428571427,B
5,170395,13.4,C
5,170397,4.1,C
5,170405,16.272727272727273,D
5,170408,13.375,D
5,170418,8.05,D
5,170420,2.6666666666666665,B
5,170421,3.0833333333333335,C
5,170429,9.5,A
5,170461,17.333333333333332,B
5,170462,17.2,A
5,1705,24.242424242424242,A
5,170506,6.166666666666667,C
5,170507,16.073170731707318,C
5,170508,6.823529411764706,C
5,170511,1.2,C
5,170514,3.1818181818181817,B
5,170518,5.454545454545454,A
5,170523,3.3333333333333335,C
5,170527,4.1,B
5,170569,4.6,B
5,170626,17.666666666666668,B
5,170637,2.25,C
5,170660,11.6,C
5,170665,6.166666666666667,C
5,170666,6.555555555555555,B
5,170676,4.0,C
5,170687,9.818181818181818,B
5,170702,6.9375,C
5,170739,6.4423076923076925,C
5,170740,7.625,D
5,170756,4.666666666666667,A
5,170788,14.625,B
5,170812,7.777777777777778,C
5,170814,14.385964912280702,B
5,170821,7.666666666666667,C
5,170822,8.75,C
5,170823,8.75,C
5,170850,11.0,D
5,170854,8.428571428571429,A
5,170881,10.666666666666666,C
5,170905,12.066666666666666,B
5,170906,7.08,D
5,170923,6.833333333333333,A
5,170932,26.5,D
5,170956,8.0,A
5,170974,6.842105263157895,A
5,170985,6.25,B
5,170987,11.1,D
5,170993,8.0,A
5,1710,8.954545454545455,C
5,171006,5.222222222222222,B
5,171023,5.133333333333334,D
5,171045,2.25,C
5,171056,3.5294117647058822,C
5,171073,5.545454545454546,
5,171085,10.0,D
5,171131,17.0,C
5,171140,11.333333333333334,B
5,171163,21.5,B
5,171174,9.583333333333334,D
5,171183,4.2,C
5,171228,19.0,C
5,171251,5.888888888888889,C
5,171297,4.6,A
5,1713,18.710526315789473,B
5,171306,1.2,D
5,171318,19.458333333333332,A
5,171367,13.0,B
5,171376,10.454545454545455,C
5,171409,2.5,C
5,171424,8.39344262295082,C
5,171441,4.2,C
5,171444,7.6,B
5,171449,9.666666666666666,B
5,171452,6.733333333333333,A
5,171464,4.769230769230769,C
5,1715,10.875,C
5,171513,12.444444444444445,B
5,171517,7.625,B
5,17152,16.324786324786324,B
5,171553,4.2105263157894735,D
5,171573,10.666666666666666,B
5,171586,14.166666666666666,A
5,171587,4.933333333333334,D
5,17160,8.720930232558139,B
5,171624,7.285714285714286,C
5,17163,24.15625,A
5,171633,11.0,A
5,171634,12.5,
5,17164,39.348837209302324,C
5,171690,35.833333333333336,A
5,171709,5.166666666666667,D
5,17176,20.98181818181818,C
5,171780,3.0,B
5,1718,2.5652173913043477,C
5,17182,7.719298245614035,C
5,171829,7.333333333333333,B
5,171834,7.0,A
5,171836,4.315789473684211,B
5,171841,5.883720930232558,B
5,171844,8.5,A
5,171846,8.0,A
5,171857,11.333333333333334,A
5,171863,18.77777777777778,A
5,171865,14.694444444444445,B
5,17189,33.4,B
5,171897,11.5,D
5,171899,15.681818181818182,C
5,171904,17.428571428571427,C
5,17193,25.033333333333335,B
5,17194,31.296296296296298,B
5,171960,15.142857142857142,D
5,171966,9.923076923076923,A
5,171973,6.0,B
5,171986,21.75,A
5,172031,12.666666666666666,A
5,172059,0.75,B
5,172084,6.103448275862069,C
5,17209,8.0,B
5,172097,6.0,
5,172105,4.333333333333333,D
5,172143,2.0,C
5,17218,26.571428571428573,C
5,17219,22.416666666666668,B
5,17220,17.479591836734695,B
5,172205,7.333333333333333,B
5,172206,11.941176470588236,C
5,172212,13.909090909090908,B
5,172218,2.8,D
5,172244,5.325581395348837,C
5,172251,13.0,B
5,172259,7.25,B
5,17226,8.022222222222222,A
5,17227,6.541666666666667,B
5,172277,5.583333333333333,C
5,172285,2.6666666666666665,C
5,172303,20.642857142857142,B
5,17231,13.6875,B
5,172333,17.2,C
5,172344,3.3684210526315788,C
5,172354,16.77777777777778,D
5,17238,11.333333333333334,B
5,172387,18.428571428571427,A
5,172389,22.65,B
5,17240,8.75,D
5,172409,1.5,D
5,17242,5.491803278688525,C
5,172433,7.428571428571429,B
5,172439,11.8,C
5,172442,16.523809523809526,C
5,172445,18.304347826086957,C
5,172492,4.666666666666667,A
5,172493,4.666666666666667,B
5,172503,3.3636363636363638,C
5,172514,3.6666666666666665,B
5,172518,3.7,C
5,17253,7.283783783783784,B
5,172535,3.0,D
5,172541,5.375,C
5,172578,3.3333333333333335,D
5,172586,7.909090909090909,B
5,1726,6.125,C
5,172604,4.0,
5,172609,6.230769230769231,D
5,172627,10.7,C
5,172676,2.625,C
5,172677,3.2222222222222223,C
5,172679,3.6666666666666665,C
5,172707,4.916666666666667,B
5,172725,14.857142857142858,A
5,17276,5.0,C
5,172774,11.833333333333334,C
5,172779,5.4,C
5,17278,2.75,A
5,172784,5.0,A
5,172816,6.485714285714286,B
5,172817,4.111111111111111,D
5,172848,37.30434782608695,B
5,17285,12.971830985915492,C
5,172856,10.818181818181818,B
5,172867,0.8,C
5,172895,2.125,A
5,1729,3.5,B
5,172902,5.666666666666667,B
5,17291,11.0,D
5,172984,19.6,B
5,172988,7.1,D
5,173021,8.962962962962964,C
5,173022,12.647058823529411,C
5,173026,3.5454545454545454,C
5,17304,3.4285714285714284,A
5,173047,12.047619047619047,B
5,17306,23.772727272727273,C
5,173069,3.4285714285714284,C
5,173072,6.666666666666667,B
5,173084,8.625,A
5,17309,3.3333333333333335,C
5,17310,15.882352941176471,C
5,173105,8.9,B
5,173110,6.833333333333333,A
5,173114,6.0,C
5,173133,1.8181818181818181,B
5,173150,5.357142857142857,B
5,173152,11.076923076923077,A
5,173203,22.72222222222222,B
5,173204,3.0,B
5,173233,8.333333333333334,C
5,173271,11.909090909090908,A
5,173272,12.46875,
5,173290,8.23076923076923,D
5,173293,24.4,A
5,173325,5.2,C
5,17334,14.330769230769231,D
5,173343,8.833333333333334,B
5,173348,5.25,C
5,173353,9.35,D
5,173354,15.76923076923077,B
5,173356,7.444444444444445,B
5,17336,16.673076923076923,C
5,17337,6.555555555555555,C
5,173380,4.454545454545454,B
5,173390,6.978260869565218,B
5,173401,12.727272727272727,
5,173404,9.142857142857142,A
5,173409,11.928571428571429,A
5,173436,5.8,B
5,173447,27.666666666666668,B
5,173475,6.588235294117647,D
5,17348,5.428571428571429,B
5,17349,9.10344827586207,C
5,17351,15.555555555555555,A
5,173540,13.74074074074074,C
5,173556,13.25,B
5,17357,9.49685534591195,B
5,173599,4.875,A
5,173648,6.0,B
5,173652,4.0,B
5,173653,3.8823529411764706,B
5,173654,5.0,B
5,173674,2.88,C
5,17368,10.17,B
5,173686,3.3333333333333335,C
5,173692,10.09375,B
5,173694,8.333333333333334,C
5,17371,27.11111111111111,A
5,173723,21.166666666666668,C
5,173730,5.333333333333333,B
5,173731,7.75,
5,173732,18.928571428571427,B
5,173744,23.0,C
5,173748,6.6923076923076925,C
5,173778,7.0,B
5,17378,3.25,A
5,173797,10.666666666666666,B
5,173800,5.714285714285714,C
5,173803,4.545454545454546,B
5,173807,6.4,A
5,173810,2.8,B
5,173832,7.5,B
5,173845,5.384615384615385,D
5,173857,13.363636363636363,C
5,173859,3.5,B
5,173860,8.666666666666666,B
5,173878,14.1,D
5,173882,9.6,A
5,173884,16.76923076923077,A
5,173886,4.75,B
5,173887,3.0,A
5,173920,3.0,C
5,173921,2.75,D
5,173927,4.928571428571429,D
5,17393,21.88888888888889,C
5,173932,10.333333333333334,A
5,173937,11.55,B
5,17394,7.588235294117647,A
5,173959,8.0,D
5,173967,15.125,A
5,174017,29.1875,B
5,17403,3.090909090909091,C
5,174031,2.5,C
5,17408,11.142857142857142,A
5,174080,37.28,B
5,174083,20.714285714285715,B
5,174088,4.75,B
5,174090,45.666666666666664,A
5,174092,24.75,B
5,174096,26.4,B
5,17412,12.368421052631579,A
5,174124,10.058823529411764,C
5,174135,4.5,A
5,17414,8.448275862068966,C
5,17415,28.244444444444444,C
5,17417,4.36,B
5,174184,12.8,A
5,174201,9.636363636363637,B
5,174210,4.666666666666667,C
5,174223,10.5625,C
5,17423,11.217391304347826,B
5,17424,11.549019607843137,B
5,17426,19.73134328358209,D
5,174262,6.6,B
5,174278,7.4,C
5,174290,9.348837209302326,B
5,174291,6.810126582278481,B
5,174296,11.833333333333334,A
5,174303,5.5,B
5,174333,4.875,A
5,174334,3.3333333333333335,C
5,174346,16.09090909090909,A
5,174349,13.0,B
5,174351,7.423076923076923,B
5,1744,6.523809523809524,B
5,174409,12.909090909090908,B
5,174447,7.16,C
5,174451,7.545454545454546,A
5,174452,8.8,C
5,174470,14.6,C
5,174477,8.0,A
5,17448,7.647058823529412,A
5,174489,5.4,C
5,174493,3.875,D
5,174518,6.909090909090909,D
5,174538,30.333333333333332,C
5,174566,3.6666666666666665,C
5,174569,5.666666666666667,A
5,17459,7.444444444444445,B
5,17464,3.1,C
5,174643,16.8,B
5,17465,2.1666666666666665,C
5,174652,1.6666666666666667,C
5,174676,11.571428571428571,
5,174683,5.125,B
5,174688,8.733333333333333,B
5,174709,9.625,C
5,17471,5.3,C
5,174727,14.222222222222221,C
5,174738,7.761904761904762,C
5,174766,3.5,C
5,174778,7.8,B
5,174818,3.8,C
5,17482,1.9285714285714286,C
5,17483,8.91304347826087,A
5,174848,6.258064516129032,C
5,174866,8.8,C
5,174867,2.3333333333333335,C
5,17488,23.676056338028168,A
5,174951,15.333333333333334,C
5,174954,4.857142857142857,C
5,174973,2.6666666666666665,D
5,175000,7.25,B
5,17501,21.96,C
5,17502,19.3,C
5,17506,4.354166666666667,B
5,1751,4.8,D
5,175121,7.625,B
5,175136,2.0,B
5,175145,15.26923076923077,D
5,175146,16.5,
5,175188,7.666666666666667,A
5,175192,17.636363636363637,C
5,175206,7.2,C
5,17523,5.100558659217877,B
5,175231,9.4,B
5,175253,10.2,A
5,175261,7.6923076923076925,C
5,175265,2.0,D
5,175290,2.5454545454545454,C
5,175305,6.0,D
5,175308,29.428571428571427,B
5,175328,12.818181818181818,A
5,175338,16.88888888888889,B
5,17536,11.147727272727273,C
5,175360,3.0625,D
5,175368,5.3076923076923075,C
5,17537,10.907407407407407,B
5,175375,10.714285714285714,C
5,17538,5.2,D
5,17542,5.756756756756757,B
5,175423,3.0,C
5,175449,11.0,A
5,17547,40.875,C
5,175484,9.117647058823529,D
5,17553,29.928571428571427,B
5,17554,10.11111111111111,C
5,175555,7.25,C
5,175584,2.8,B
5,175638,6.0,A
5,175650,10.5,B
5,17566,5.666666666666667,C
5,175701,7.142857142857143,C
5,17573,12.372093023255815,D
5,17587,6.0,A
5,175924,3.4,D
5,175932,4.25,A
5,175947,5.818181818181818,C
5,17596,15.88888888888889,B
5,175962,2.125,D
5,175979,5.725,B
5,175997,1.3333333333333333,B
5,1760,2.111111111111111,A
5,176023,21.0,D
5,17604,28.333333333333332,
5,176062,10.857142857142858,C
5,176079,6.454545454545454,D
5,1761,5.642857142857143,D
5,176116,2.2857142857142856,A
5,176155,9.875,D
5,176227,3.2857142857142856,D
5,176240,5.409090909090909,C
5,17626,5.571428571428571,C
5,176262,2.566666666666667,C
5,17629,8.931034482758621,A
5,176297,2.5,B
5,176300,2.7142857142857144,D
5,176305,4.2631578947368425,B
5,176387,3.8,B
5,176395,3.5,C
5,176406,2.8333333333333335,B
5,176437,6.2727272727272725,C
5,176475,8.733333333333333,A
5,17649,25.0,D
5,1765,5.5,B
5,17658,12.6875,B
5,176600,14.333333333333334,C
5,176602,1.5,B
5,176610,13.444444444444445,B
5,176647,5.9,C
5,17666,8.071428571428571,C
5,1767,9.666666666666666,D
5,17673,17.2,A
5,17674,21.125,B
5,176743,2.8,B
5,176816,5.6,C
5,176831,9.0,B
5,176845,2.125,B
5,17694,6.64245810055866,C
5,17695,25.727272727272727,B
5,176964,8.5,C
5,17697,15.545454545454545,C
5,177011,4.285714285714286,B
5,177022,5.833333333333333,D
5,177036,1.6571428571428573,D
5,177039,4.2,D
5,17704,14.916666666666666,C
5,177040,0.6666666666666666,D
5,17705,3.8,B
5,17707,5.666666666666667,B
5,177112,1.0,C
5,177121,9.166666666666666,C
5,177165,2.0,D
5,177175,1.8571428571428572,D
5,17718,4.409090909090909,D
5,177231,5.08,B
5,17729,7.0,B
5,177295,0.6666666666666666,C
5,177326,15.878787878787879,A
5,17739,9.272727272727273,C
5,177404,2.2857142857142856,
5,177468,14.5,
5,177475,3.6,D
5,177491,2.933333333333333,C
5,1775321,3.8,C
5,17754,24.625,B
5,177593,8.0,C
5,177639,9.371428571428572,C
5,177647,5.6,B
5,17766,3.1,C
5,177732,3.979591836734694,B
5,17775,10.8,D
5,17776,10.517241379310345,C
5,17781,7.012345679012346,D
5,17782,5.619047619047619,C
5,177842,4.0,C
5,17786,10.478260869565217,B
5,177860,68.5,C
5,177861,19.333333333333332,C
5,177874,6.4,D
5,17791,8.5,B
5,177910,4.625,B
5,177973,13.333333333333334,B
5,177974,10.666666666666666,B
5,17804,5.833333333333333,
5,178104,2.5,C
5,178150,2.0625,B
5,178169,15.471698113207546,D
5,178203,4.133333333333334,C
5,17826,4.923076923076923,C
5,178262,24.88,C
5,178276,3.25,B
5,178286,4.375,D
5,17829,4.142857142857143,B
5,17830,6.653846153846154,B
5,178361,0.75,C
5,17849,11.014705882352942,C
5,17860,17.696969696969695,A
5,17865,63.2,B
5,17868,18.071428571428573,A
5,17895,7.083333333333333,B
5,17900,7.090909090909091,A
5,17904,11.159090909090908,B
5,17908,8.818181818181818,B
5,1791,20.0,C
5,17910,6.428571428571429,A
5,17913,9.0,C
5,17923,5.833333333333333,A
5,17924,4.538461538461538,A
5,179350,8.636363636363637,D
5,17940,10.375,B
5,17943,70.88888888888889,A
5,17944,14.82,D
5,17949,7.857142857142857,
5,17957,8.421052631578947,B
5,17962,6.6909090909090905,B
5,17970,2.5,C
5,17975,3.918918918918919,B
5,17979,9.421052631578947,B
5,17981,5.521739130434782,B
5,17983,5.72,A
5,17984,7.2926829268292686,A
5,17989,6.4,B
5,1799,6.967741935483871,B
5,1800,13.735483870967743,D
5,18007,7.454545454545454,B
5,18015,4.384615384615385,C
5,18021,11.738461538461538,C
5,18035,16.477272727272727,B
5,18042,2.2222222222222223,B
5,18047,18.11111111111111,B
5,18056,28.666666666666668,B
5,180588,13.25,B
5,18064,8.066666666666666,B
5,18065,9.510204081632653,B
5,18066,11.0,B
5,18071,31.842105263157894,A
5,18083,6.3125,B
5,180863,5.090909090909091,D
5,18087,20.640625,D
5,18088,26.586206896551722,B
5,180908,4.333333333333333,B
5,18092,22.5,C
5,181009,9.2,C
5,181021,5.2,C
5,18128,9.277777777777779,B
5,18130,13.578125,C
5,18133,9.25,C
5,18141,3.0833333333333335,C
5,18144,56.1764705882353,B
5,18145,53.470588235294116,B
5,18148,1.5833333333333333,C
5,18149,5.2,B
5,181492,2.0833333333333335,C
5,18153,27.636363636363637,B
5,181733,4.05,B
5,18174,19.8375,C
5,18180,8.071428571428571,C
5,18191,10.5,B
5,182,21.764705882352942,D
5,1820,3.933333333333333,D
5,18202,9.5,D
5,18203,2.55,
5,1821,17.9,C
5,18218,8.666666666666666,B
5,182191,3.625,D
5,18222,28.866666666666667,B
5,182271,4.6,C
5,18228,5.8,B
5,18234,18.37037037037037,A
5,18235,13.5,C
5,182364,1.25,C
5,18250,4.357142857142857,B
5,18255,1.7142857142857142,B
5,18256,9.818181818181818,B
5,18264,8.336448598130842,D
5,18282,17.4375,B
5,18283,7.428571428571429,C
5,18289,8.666666666666666,B
5,18292,7.2105263157894735,A
5,182957,8.2,C
5,18297,18.541666666666668,C
5,18299,19.8,A
5,18303,10.333333333333334,D
5,18305,8.666666666666666,C
5,18307,8.35,C
5,18309,6.714285714285714,B
5,18314,13.864406779661017,B
5,1831830,5.222222222222222,A
5,18327,14.0,C
5,18335,16.79646017699115,D
5,1834,10.428571428571429,A
5,18348,3.6153846153846154,B
5,1835,20.830188679245282,C
5,18355,8.88888888888889,C
5,18358,1.8571428571428572,A
5,18362,2.3333333333333335,C
5,1836768,1.7272727272727273,C
5,18369,3.8260869565217392,D
5,18378,20.1875,B
5,18379,6.428571428571429,A
5,18381,16.272727272727273,C
5,18382,8.0,A
5,18385,15.5,C
5,18388,2.85,B
5,18390,4.75,C
5,18394,12.5,C
5,18397,5.555555555555555,C
5,1840,10.377358490566039,B
5,18402,12.702702702702704,B
5,18409,22.151515151515152,B
5,18410,23.615384615384617,D
5,18411,19.9,C
5,18428,10.666666666666666,C
5,184294,3.2857142857142856,B
5,1843,8.583333333333334,D
5,184315,1.7777777777777777,D
5,184318,2.8181818181818183,D
5,18437,11.95890410958904,C
5,184372,7.0,C
5,184397,7.846153846153846,B
5,184399,16.0,B
5,18441,16.862068965517242,B
5,184510,3.9,B
5,184534,8.0,C
5,184537,3.3333333333333335,B
5,184555,1.5555555555555556,C
5,184605,8.1,B
5,184608,5.888888888888889,B
5,18465,3.7777777777777777,D
5,184650,10.6,B
5,18468,12.265625,C
5,184704,1.9166666666666667,B
5,184721,3.0,B
5,184772,3.75,C
5,18478,26.844444444444445,A
5,184787,8.857142857142858,C
5,184840,4.846153846153846,C
5,18485,25.5,C
5,184864,6.0625,B
5,184868,13.333333333333334,C
5,184897,4.444444444444445,D
5,1849,2.6153846153846154,C
5,184915,28.75,C
5,18492,13.73076923076923,A
5,184940,6.25,B
5,184974,2.4,C
5,184979,5.857142857142857,B
5,185025,1.7857142857142858,C
5,18504,5.9375,C
5,1850641,4.333333333333333,C
5,185079,5.342105263157895,C
5,18508,7.325,B
5,185099,1.75,C
5,185111,7.5,B
5,185148,2.8,D
5,185151,3.5833333333333335,B
5,185174,5.333333333333333,C
5,18521,17.428571428571427,B
5,185241,6.0,C
5,185277,4.3076923076923075,B
5,18530,7.0,C
5,185306,3.7333333333333334,B
5,185315,2.142857142857143,A
5,185327,1.25,C
5,18534,10.5,B
5,185351,2.076923076923077,D
5,185361,5.142857142857143,B
5,185364,1.8,C
5,185368,10.952380952380953,C
5,185399,3.391304347826087,D
5,185400,5.76,C
5,185410,3.6,C
5,185420,8.666666666666666,C
5,185422,4.8,B
5,185426,2.25,A
5,185449,3.1,B
5,185476,20.666666666666668,C
5,18549,12.487179487179487,B
5,1855,13.625,C
5,185529,13.0,B
5,185536,2.0,C
5,18555,6.923076923076923,C
5,185594,6.6,C
5,185669,6.8,C
5,18568,22.551724137931036,A
5,18572,5.25,B
5,185732,4.125,C
5,185783,1.6666666666666667,D
5,185804,3.25,C
5,18581,9.192307692307692,A
5,18591,4.451612903225806,D
5,185914,1.6666666666666667,D
5,185916,5.777777777777778,C
5,185964,5.052631578947368,A
5,186010,19.1,B
5,18602,26.555555555555557,B
5,186070,5.342465753424658,B
5,186100,4.5625,C
5,186122,5.0,C
5,186155,7.869565217391305,C
5,18616,28.23076923076923,C
5,186161,2.25,D
5,186163,6.071428571428571,C
5,186170,5.3,C
5,186195,3.8,C
5,186196,0.8888888888888888,D
5,186198,3.6666666666666665,C
5,186199,2.3333333333333335,C
5,186213,7.8604651162790695,D
5,18622,6.5,C
5,186221,1.5555555555555556,D
5,186223,1.25,C
5,186280,8.35,
5,18629,15.115942028985508,D
5,186311,5.555555555555555,D
5,186320,6.75,B
5,186345,2.9696969696969697,C
5,186436,5.6571428571428575,C
5,186451,6.7272727272727275,C
5,186462,4.416666666666667,C
5,186550,1.3333333333333333,B
5,18659,3.3333333333333335,B
5,186607,0.2,C
5,18661,6.358974358974359,B
5,18664,12.142857142857142,B
5,186643,2.2,B
5,18666,1.5,C
5,186660,5.928571428571429,B
5,186662,6.038461538461538,B
5,186715,7.875,B
5,186726,4.424242424242424,B
5,186745,4.5,C
5,18678,6.65,D
5,18682,6.8,C
5,186824,4.0,B
5,186826,4.454545454545454,D
5,186829,2.8,C
5,18684,9.285714285714286,B
5,18686,9.633802816901408,B
5,186869,2.9444444444444446,C
